batch,external_food_id,original_chinese_name,category_level_1,category_level_2,brand,publish_decision,final_chinese_name,reviewer_notes,reviewed_at
Batch-03,F005121,羊肉炒条（瘦、生）,meat_poultry,,,,羊肉炒条（瘦、生）,,
Batch-03,F006282,鸵鸟扇形里脊（生）,meat_poultry,,,,鸵鸟扇形里脊（生）,,
Batch-03,F006283,鸵鸟月牙排（生）,meat_poultry,,,,鸵鸟月牙排（生）,,
Batch-03,F006698,乳鸽（整只、生）,meat_poultry,,,,乳鸽（整只、生）,,
Batch-03,F006862,猪五花肉（去皮、生）,meat_poultry,,,,猪五花肉（去皮、生）,,
Batch-03,F006875,猪蝴蝶排（瘦、生）,meat_poultry,,,,猪蝴蝶排（瘦、生）,,
Batch-03,F006899,猪里脊（瘦、生）,meat_poultry,,,,猪里脊（瘦、生）,,
Batch-03,F007019,猪腰排（瘦、生）,meat_poultry,,,,猪腰排（瘦、生）,,
Batch-03,F007037,猪腰肉烤块（瘦、生）,meat_poultry,,,,猪腰肉烤块（瘦、生）,,
Batch-03,F007049,猪里脊圆排（瘦、生）,meat_poultry,,,,猪里脊圆排（瘦、生）,,
Batch-03,F007077,猪后腿小烤肉（瘦、生）,meat_poultry,,,,猪后腿小烤肉（瘦、生）,,
Batch-03,F007085,猪臀排（瘦、生）,meat_poultry,,,,猪臀排（瘦、生）,,
Batch-03,F009789,骆驼排（购入状态、生）,meat_poultry,,,,骆驼排（购入状态、生）,,
Batch-03,F009805,鸭胸肉（瘦肉、生）,meat_poultry,,,,鸭胸肉（瘦肉、生）,,
Batch-03,F006081,杏仁（带皮、生、无盐）,nuts_seeds,nuts,,,杏仁（带皮、生、无盐）,,
Batch-03,F006082,杏仁（带皮、烤制、无盐）,nuts_seeds,,,,杏仁（带皮、烤制、无盐）,,
Batch-03,F006087,巴西坚果（生或焯水、无盐）,nuts_seeds,,,,巴西坚果（生或焯水、无盐）,,
Batch-03,F006088,腰果（生、无盐）,nuts_seeds,,,,腰果（生、无盐）,,
Batch-03,F006090,腰果（烤制、加盐）,nuts_seeds,,,,腰果（烤制、加盐）,,
Batch-03,F006092,腰果（烤制、无盐）,nuts_seeds,,,,腰果（烤制、无盐）,,
Batch-03,F006095,栗子（生、无盐）,nuts_seeds,,,,栗子（生、无盐）,,
Batch-03,F006096,栗子（烤制、无盐）,nuts_seeds,,,,栗子（烤制、无盐）,,
Batch-03,F006098,榛子（生、无盐）,nuts_seeds,,,,榛子（生、无盐）,,
Batch-03,F006099,夏威夷果（生、无盐）,nuts_seeds,,,,夏威夷果（生、无盐）,,
Batch-03,F006107,花生（带皮、生、无盐）,nuts_seeds,nuts,,,花生（带皮、生、无盐）,,
Batch-03,F006108,花生（带皮、烤制、用油、加盐）,nuts_seeds,,,,花生（带皮、烤制、用油、加盐）,,
Batch-03,F006109,花生（去皮、烤制、用油、加盐）,nuts_seeds,,,,花生（去皮、烤制、用油、加盐）,,
Batch-03,F006110,花生（去皮、烤制、用油、无盐）,nuts_seeds,,,,花生（去皮、烤制、用油、无盐）,,
Batch-03,F006111,碧根果（生、无盐）,nuts_seeds,,,,碧根果（生、无盐）,,
Batch-03,F006112,松子（生、无盐）,nuts_seeds,,,,松子（生、无盐）,,
Batch-03,F006113,开心果（生、无盐）,nuts_seeds,,,,开心果（生、无盐）,,
Batch-03,F006116,核桃（生、无盐）,nuts_seeds,,,,核桃（生、无盐）,,
Batch-03,F006577,花生酱（顺滑或颗粒型、加糖加盐）,nuts_seeds,,,,花生酱（顺滑或颗粒型、加糖加盐）,,
Batch-03,F008214,芝麻（无盐）,nuts_seeds,,,,芝麻（无盐）,,
Batch-03,F001971,黄油（无盐）,oils_fats,animal_fats,,,黄油（无盐）,,
Batch-03,F001972,黄油（原味、减盐）,oils_fats,,,,黄油（原味、减盐）,,
Batch-03,F001973,黄油（原味、加盐）,oils_fats,,,,黄油（原味、加盐）,,
Batch-03,F003817,植物油固体脂肪,oils_fats,,,,植物油固体脂肪,,
Batch-04,F004205,酥油（澄清黄油）,oils_fats,,,,酥油（澄清黄油）,,
Batch-04,F006155,单不饱和植物调和油,oils_fats,,,,单不饱和植物调和油,,
Batch-04,F006156,多不饱和植物调和油,oils_fats,,,,多不饱和植物调和油,,
Batch-04,F006159,菜籽油,oils_fats,,,,菜籽油,,
Batch-04,F006165,椰油起酥油,oils_fats,,,,椰油起酥油,,
Batch-04,F006167,葡萄籽油,oils_fats,,,,葡萄籽油,,
Batch-04,F006170,玉米油,oils_fats,,,,玉米油,,
Batch-04,F006177,橄榄油,oils_fats,plant_oils,,,橄榄油,,
Batch-04,F006183,花生油,oils_fats,,,,花生油,,
Batch-04,F006185,米糠油,oils_fats,,,,米糠油,,
Batch-04,F006186,红花籽油,oils_fats,,,,红花籽油,,
Batch-04,F003200,玉米（新鲜带芯、水煮、沥干）,potatoes_starchy_vegetables,corn,,,玉米（新鲜带芯、水煮、沥干）,,
Batch-04,F003201,玉米（玉米粒、冷冻购入、水煮、沥干）,potatoes_starchy_vegetables,,,,玉米（玉米粒、冷冻购入、水煮、沥干）,,
Batch-04,F003202,玉米（玉米粒、冷冻购入、生）,potatoes_starchy_vegetables,,,,玉米（玉米粒、冷冻购入、生）,,
Batch-04,F003209,玉米（新鲜带芯、生）,potatoes_starchy_vegetables,,,,玉米（新鲜带芯、生）,,
Batch-04,F007244,土豆（科利班品种、去皮、烘烤、无加油脂）,potatoes_starchy_vegetables,,,,土豆（科利班品种、去皮、烘烤、无加油脂）,,
Batch-04,F007245,土豆（科利班品种、去皮、水煮、沥干）,potatoes_starchy_vegetables,,,,土豆（科利班品种、去皮、水煮、沥干）,,
Batch-04,F007247,土豆（科利班品种、去皮、生）,potatoes_starchy_vegetables,,,,土豆（科利班品种、去皮、生）,,
Batch-04,F007250,土豆（德西蕾品种、去皮、烘烤、无加油脂）,potatoes_starchy_vegetables,,,,土豆（德西蕾品种、去皮、烘烤、无加油脂）,,
Batch-04,F007252,土豆（德西蕾品种、去皮、水煮、沥干）,potatoes_starchy_vegetables,,,,土豆（德西蕾品种、去皮、水煮、沥干）,,
Batch-04,F007254,土豆（德西蕾品种、去皮、生）,potatoes_starchy_vegetables,,,,土豆（德西蕾品种、去皮、生）,,
Batch-04,F007305,土豆（新土豆、去皮、烘烤、无加油脂）,potatoes_starchy_vegetables,,,,土豆（新土豆、去皮、烘烤、无加油脂）,,
Batch-04,F007306,土豆（新土豆、去皮、水煮、沥干）,potatoes_starchy_vegetables,,,,土豆（新土豆、去皮、水煮、沥干）,,
Batch-04,F007308,土豆（新土豆、去皮、生）,potatoes_starchy_vegetables,,,,土豆（新土豆、去皮、生）,,
Batch-04,F007314,土豆（浅色皮、去皮、烘烤、无加油脂）,potatoes_starchy_vegetables,,,,土豆（浅色皮、去皮、烘烤、无加油脂）,,
Batch-04,F007320,浅皮土豆（去皮、水煮、沥干）,potatoes_starchy_vegetables,potato,,,浅皮土豆（去皮、水煮、沥干）,,
Batch-04,F007325,土豆（浅色皮、去皮、生）,potatoes_starchy_vegetables,,,,土豆（浅色皮、去皮、生）,,
Batch-04,F007358,土豆（庞蒂亚克品种、去皮、烘烤、无加油脂）,potatoes_starchy_vegetables,,,,土豆（庞蒂亚克品种、去皮、烘烤、无加油脂）,,
Batch-04,F007359,土豆（庞蒂亚克品种、去皮、水煮、沥干）,potatoes_starchy_vegetables,,,,土豆（庞蒂亚克品种、去皮、水煮、沥干）,,
Batch-04,F007361,土豆（庞蒂亚克品种、去皮、生）,potatoes_starchy_vegetables,,,,土豆（庞蒂亚克品种、去皮、生）,,
Batch-04,F007364,土豆（红皮、去皮、烘烤、无加油脂）,potatoes_starchy_vegetables,,,,土豆（红皮、去皮、烘烤、无加油脂）,,
Batch-04,F007366,土豆（红皮、去皮、水煮、沥干）,potatoes_starchy_vegetables,,,,土豆（红皮、去皮、水煮、沥干）,,
Batch-04,F007368,土豆（红皮、去皮、生）,potatoes_starchy_vegetables,,,,土豆（红皮、去皮、生）,,
Batch-04,F007384,土豆（塞巴戈品种、去皮、水煮、沥干）,potatoes_starchy_vegetables,,,,土豆（塞巴戈品种、去皮、水煮、沥干）,,
Batch-04,F007386,土豆（塞巴戈品种、去皮、生）,potatoes_starchy_vegetables,,,,土豆（塞巴戈品种、去皮、生）,,
Batch-04,F009034,橙肉红薯（去皮、水煮、沥干）,potatoes_starchy_vegetables,sweet_potato,,,橙肉红薯（去皮、水煮、沥干）,,
Batch-04,F000162,哈斯牛油果（生）,vegetables,,,,哈斯牛油果（生）,,
Batch-04,F001015,甜菜根（新鲜、紫色、去皮、生）,vegetables,,,,甜菜根（新鲜、紫色、去皮、生）,,
Batch-04,F001900,西兰花（新鲜、水煮、沥干）,vegetables,,,,西兰花（新鲜、水煮、沥干）,,
Batch-04,F001904,西兰花（新鲜、微波加热）,vegetables,,,,西兰花（新鲜、微波加热）,,
Batch-04,F001909,嫩茎西兰花（新鲜、生）,vegetables,,,,嫩茎西兰花（新鲜、生）,,
Batch-04,F002239,青彩椒（新鲜、生）,vegetables,,,,青彩椒（新鲜、生）,,
Batch-04,F002247,红彩椒（新鲜、生）,vegetables,,,,红彩椒（新鲜、生）,,
Batch-04,F002266,小胡萝卜（去皮、新鲜、生）,vegetables,,,,小胡萝卜（去皮、新鲜、生）,,
Batch-04,F002276,成熟胡萝卜（去皮、新鲜、生）,vegetables,root_vegetables,,,成熟胡萝卜（去皮、新鲜、生）,,
Batch-04,F002288,白肉木薯（去皮、新鲜、生）,vegetables,,,,白肉木薯（去皮、新鲜、生）,,
Batch-04,F002290,黄肉木薯（去皮、新鲜、生）,vegetables,,,,黄肉木薯（去皮、新鲜、生）,,
Batch-04,F002378,花椰菜（新鲜、生）,vegetables,,,,花椰菜（新鲜、生）,,
Batch-04,F002384,根芹菜（去皮、生）,vegetables,,,,根芹菜（去皮、生）,,
Batch-04,F002884,菊苣（生）,vegetables,,,,菊苣（生）,,
Batch-04,F002896,青辣椒（生）,vegetables,,,,青辣椒（生）,,
Batch-04,F002901,红辣椒（生）,vegetables,,,,红辣椒（生）,,
Batch-04,F002949,佛手瓜（去皮、新鲜、生）,vegetables,,,,佛手瓜（去皮、新鲜、生）,,
Batch-04,F003319,普通黄瓜（去皮、生）,vegetables,,,,普通黄瓜（去皮、生）,,
Batch-04,F003320,普通黄瓜（带皮、生）,vegetables,,,,普通黄瓜（带皮、生）,,
Batch-04,F003321,黎巴嫩黄瓜（带皮、生）,vegetables,,,,黎巴嫩黄瓜（带皮、生）,,
Batch-04,F003324,长黄瓜（带皮、生）,vegetables,,,,长黄瓜（带皮、生）,,
Batch-04,F003753,茄子（带皮、新鲜、烤制、无加油脂）,vegetables,,,,茄子（带皮、新鲜、烤制、无加油脂）,,
Batch-04,F003761,茄子（带皮、新鲜、生）,vegetables,,,,茄子（带皮、新鲜、生）,,
Batch-04,F003784,苦苣（新鲜、生）,vegetables,,,,苦苣（新鲜、生）,,
Batch-04,F004193,大蒜（去皮、新鲜、生）,vegetables,,,,大蒜（去皮、新鲜、生）,,
Batch-04,F004213,生姜（去皮、新鲜、生）,vegetables,,,,生姜（去皮、新鲜、生）,,
Batch-04,F005164,韭葱（新鲜、生）,vegetables,,,,韭葱（新鲜、生）,,
Batch-04,F005191,罗马生菜（生）,vegetables,,,,罗马生菜（生）,,
Batch-04,F005192,冰山生菜（生）,vegetables,,,,冰山生菜（生）,,
Batch-04,F005193,奶油生菜（生）,vegetables,,,,奶油生菜（生）,,
Batch-04,F005513,苦瓜（新鲜、生）,vegetables,,,,苦瓜（新鲜、生）,,
Batch-04,F005514,节瓜（新鲜、生）,vegetables,,,,节瓜（新鲜、生）,,
Batch-04,F005945,蘑菇（普通、新鲜、煎制、无加油脂）,vegetables,,,,蘑菇（普通、新鲜、煎制、无加油脂）,,
Batch-04,F005946,蘑菇（普通、新鲜、生）,vegetables,,,,蘑菇（普通、新鲜、生）,,
Batch-04,F005949,蘑菇（普通、强化维生素D、新鲜、生）,vegetables,,,,蘑菇（普通、强化维生素D、新鲜、生）,,
Batch-04,F006195,秋葵（生）,vegetables,,,,秋葵（生）,,
Batch-04,F006225,黄洋葱（去皮、生）,vegetables,,,,黄洋葱（去皮、生）,,
Batch-04,F006250,青葱（新鲜、生）,vegetables,,,,青葱（新鲜、生）,,
Batch-04,F006328,欧防风（去皮、新鲜、生）,vegetables,,,,欧防风（去皮、新鲜、生）,,
Batch-04,F007535,奶油南瓜（去皮、新鲜、生）,vegetables,,,,奶油南瓜（去皮、新鲜、生）,,
Batch-04,F007540,金块南瓜（去皮、新鲜、生）,vegetables,,,,金块南瓜（去皮、新鲜、生）,,
Batch-04,F007555,南瓜（去皮、新鲜、生）,vegetables,,,,南瓜（去皮、新鲜、生）,,
Batch-04,F007606,红皮萝卜（带皮、生）,vegetables,,,,红皮萝卜（带皮、生）,,
Batch-04,F007608,白萝卜（去皮、生）,vegetables,,,,白萝卜（去皮、生）,,
Batch-04,F007712,芝麻菜（新鲜、生）,vegetables,,,,芝麻菜（新鲜、生）,,
Batch-04,F008227,红葱头（去皮、新鲜、生）,vegetables,,,,红葱头（去皮、新鲜、生）,,
Batch-04,F008267,瑞士甜菜（新鲜、生）,vegetables,,,,瑞士甜菜（新鲜、生）,,
Batch-04,F008749,嫩菠菜（新鲜、生）,vegetables,,,,嫩菠菜（新鲜、生）,,
Batch-04,F008761,成熟英国菠菜（新鲜、生）,vegetables,,,,成熟英国菠菜（新鲜、生）,,
Batch-04,F008763,空心菜（新鲜、生）,vegetables,,,,空心菜（新鲜、生）,,
Batch-04,F008811,小圆南瓜（新鲜、生）,vegetables,,,,小圆南瓜（新鲜、生）,,
Batch-04,F008813,飞碟瓜（新鲜、生）,vegetables,,,,飞碟瓜（新鲜、生）,,
Batch-04,F009021,芜菁甘蓝（去皮、新鲜、生）,vegetables,,,,芜菁甘蓝（去皮、新鲜、生）,,
Batch-04,F009039,红薯（白肉、去皮、生）,vegetables,,,,红薯（白肉、去皮、生）,,
Batch-04,F009094,芋头（去皮、新鲜、生）,vegetables,,,,芋头（去皮、新鲜、生）,,
Batch-04,F009190,樱桃番茄（生）,vegetables,,,,樱桃番茄（生）,,
Batch-04,F009193,普通番茄（生）,vegetables,,,,普通番茄（生）,,
Batch-04,F009532,西洋菜（生）,vegetables,,,,西洋菜（生）,,
Batch-04,F009800,红洋葱（生）,vegetables,,,,红洋葱（生）,,
Batch-04,F010259,黄彩椒（新鲜、生）,vegetables,,,,黄彩椒（新鲜、生）,,
Batch-04,F010942,红薯（橙肉、带皮、生）,vegetables,,,,红薯（橙肉、带皮、生）,,
Batch-04,F010943,红薯（紫肉、去皮、生）,vegetables,,,,红薯（紫肉、去皮、生）,,
Batch-04,F010994,谢泼德牛油果（生）,vegetables,,,,谢泼德牛油果（生）,,
Batch-04,F010995,黎巴嫩黄瓜（去皮、生）,vegetables,,,,黎巴嫩黄瓜（去皮、生）,,
